icao24,callsign,origin_country,longitude,latitude,baro_altitude,velocity,heading,vertical_rate,geo_altitude,speed_diff,alt_diff,movement
0d0e9c,VOI102  ,Mexico,-95.1806,19.333,11277.6,264.04,108.05,0.0,11864.34,226.87,10507.98,1
0d0eb6,AMX495  ,Mexico,-119.6232,44.5066,11277.6,238.08,155.76,0.33,11369.04,-25.960000000000008,-495.2999999999993,1
0d0efb,VTM599  ,Mexico,-86.6237,36.4317,2354.58,141.49,129.25,-0.33,2446.02,-96.59,-8923.02,1
0d0f07,VIV1061 ,Mexico,-99.1142,19.411,2339.34,77.47,59.69,-3.9,2461.26,-64.02000000000001,15.240000000000236,1
0d0f13,VOI3001 ,Mexico,-115.72,32.1594,5722.62,173.83,290.26,-12.03,5928.36,96.36000000000001,3467.0999999999995,1
0d0fc1,VOI3577 ,Mexico,-89.0621,19.0582,10660.38,249.62,63.7,-0.33,11224.26,75.78999999999999,5295.900000000001,1
0d0ff3,AMX693  ,Mexico,-96.1684,28.9377,10972.8,223.67,215.26,0.0,11430.0,-25.950000000000017,205.73999999999978,1
0d0ff6,AMX484  ,Mexico,-112.5019,34.192,10363.2,216.09,318.38,0.0,10599.42,-7.579999999999984,-830.5799999999999,1
0d102f,XARFF   ,Mexico,-100.4066,27.7809,3787.14,83.09,352.17,0.0,3977.64,-133.0,-6621.780000000001,1
0d1030,AMX641  ,Mexico,-92.6706,27.7901,11582.4,229.11,215.4,0.0,12070.08,146.02,8092.4400000000005,1
0d104d,XBCPE   ,Mexico,-116.9867,32.5433,175.26,33.91,279.61,0.98,160.02,-195.20000000000002,-11910.06,1
0d106d,AMX1542 ,Mexico,-98.9937,19.4815,2811.78,116.77,60.72,7.15,2918.46,82.86,2758.44,1
0d1078,VOI1055 ,Mexico,-88.345,20.8192,9022.08,214.56,271.1,6.5,9479.28,97.79,6560.820000000001,1
0d1083,VIV7379 ,Mexico,-100.0977,25.7715,0.0,5.66,210.94,0.0,0.0,-208.9,-9479.28,0
0d10ac,VIV1253 ,Mexico,-112.3892,29.7578,10668.0,243.55,126.41,0.0,11026.14,237.89000000000001,11026.14,1
0d10ec,VOI7855 ,Mexico,-112.19,29.5916,11277.6,252.36,129.04,0.33,11673.84,8.810000000000002,647.7000000000007,1
0d10f8,VIV5003 ,Mexico,-116.1221,32.2852,3352.8,150.23,290.23,-6.18,3566.16,-102.13000000000002,-8107.68,1
0d1115,XBJMK   ,Mexico,-97.6344,30.9079,13975.08,225.07,205.16,1.3,14455.14,74.84,10888.98,1
0d111a,VOI740  ,Mexico,-99.2826,20.4806,9014.46,216.77,321.55,12.03,9464.04,-8.299999999999983,-4991.0999999999985,1
0d111b,VOI3552 ,Mexico,-95.935,20.5613,10980.42,210.99,256.03,0.0,11536.68,-5.780000000000001,2072.6399999999994,1
0d112a,VIV0100 ,Mexico,-74.1184,39.7209,4892.04,209.36,40.82,-10.08,4983.48,147.83,4983.48,1
0d112d,AMX460  ,Mexico,-71.8456,18.5156,11277.6,262.5,91.8,0.0,11856.72,53.139999999999986,6873.24,1
0d112e,AMX681  ,Mexico,-90.8747,29.6275,10972.8,225.68,227.03,0.0,11414.76,-36.81999999999999,-441.9599999999991,1
0d1142,RFD19   ,Mexico,-98.148,25.8853,2583.18,89.51,269.67,0.0,2697.48,-136.17000000000002,-8717.28,1
0d1146,VIV720  ,Mexico,-101.4896,34.0947,11582.4,234.64,351.43,0.65,11910.06,145.13,9212.58,1
0d1155,VOI1774 ,Mexico,-119.3248,35.4266,11590.02,215.71,315.1,0.0,11849.1,-18.92999999999998,-60.95999999999913,1
0d1158,VIV754  ,Mexico,-87.8624,22.1055,10622.28,244.77,53.2,6.5,11132.82,29.060000000000002,-716.2800000000007,1
0d116b,VOI7770 ,Mexico,-88.7892,41.2767,2636.52,158.13,65.19,-3.25,2644.14,-86.64000000000001,-8488.68,1
0d11cc,VIV1129 ,Mexico,-99.9993,25.0752,6316.98,203.91,182.46,10.08,6644.64,45.78,4000.5000000000005,1
0d11d8,XBPBC   ,Mexico,-96.8019,19.5065,1242.06,41.31,275.0,0.65,1333.5,-162.6,-5311.14,1
0d1201,VOI3371 ,Mexico,-114.2336,31.6403,11590.02,210.09,292.61,0.0,11940.54,168.78,10607.04,1
0d1202,VOI3193 ,Mexico,-115.047,31.7371,10789.92,219.42,308.24,-4.55,11109.96,9.329999999999984,-830.5800000000017,1
0d121b,AMX686  ,Mexico,-89.4808,40.6452,8176.26,215.5,41.03,-5.2,8313.42,-3.9199999999999875,-2796.539999999999,1
0d121d,AMX223  ,Mexico,-99.0053,19.0296,4785.36,139.57,357.25,-4.88,5059.68,-75.93,-3253.74,1
0d123a,VIV7241 ,Mexico,-99.1803,19.6583,2720.34,118.98,136.23,-2.93,2941.32,-20.58999999999999,-2118.36,1
0d8469,VCV3726 ,Venezuela,-94.7546,18.0708,11582.4,216.41,259.04,0.0,12207.24,97.42999999999999,9265.92,1
151dcc,AFL1125 ,Russian Federation,37.4311,55.9739,2811.78,27.5,172.48,-2.6,1851.66,-176.25,-8069.58,1
151e01,SDM6926 ,Russian Federation,45.673,41.8149,10058.4,258.9,72.9,3.58,9227.82,253.82999999999998,9227.82,1
151e07,SDM5955 ,Russian Federation,33.4374,29.1025,8442.96,227.69,127.1,-9.75,8656.32,-31.20999999999998,-571.5,1
151e12,PBD6864 ,Russian Federation,37.4268,55.9671,2651.76,27.73,220.49,-3.25,1691.64,-199.96,-6964.679999999999,1
151e69,NWS3548 ,Russian Federation,100.9125,13.8677,10363.2,236.94,274.73,0.0,11003.28,209.21,9311.640000000001,1
151eb9,SBI5239 ,Russian Federation,90.9324,54.4294,11285.22,243.88,97.51,-0.33,10652.76,6.939999999999998,-350.52000000000044,1
151ec2,SBI5245 ,Russian Federation,89.2063,55.7039,10668.0,27.88,232.5,0.0,9707.88,-216.0,-944.880000000001,1
151ec6,SBI5785 ,Russian Federation,32.682,28.5521,11277.6,261.05,143.9,0.0,11498.58,233.17000000000002,1790.7000000000007,1
151f14,SBI3045 ,Russian Federation,39.7053,55.6082,9006.84,27.78,271.06,4.55,8039.1,-233.27,-3459.4799999999996,1
151fd9,SBI5211 ,Russian Federation,89.4103,55.4556,9441.18,243.48,85.76,-0.33,8823.96,215.7,784.8599999999988,1
151fe1,AFL204  ,Russian Federation,37.4266,55.9797,3230.88,27.66,133.49,7.15,2270.76,-215.82,-6553.199999999999,1
151fe9,,Russian Federation,37.4307,55.9781,0.0,6.69,75.94,0.0,0.0,-20.97,-2270.76,0
151ffa,AFL1008 ,Russian Federation,37.4248,55.9664,1485.9,28.03,227.23,6.5,975.36,21.34,975.36,1
152004,AFL1564 ,Russian Federation,86.0045,56.9059,10668.0,252.48,108.66,0.0,9982.2,224.45,9006.84,1
152019,AFL1406 ,Russian Federation,37.4155,55.9787,0.0,0.77,112.5,0.0,0.0,-251.70999999999998,-9982.2,0
152023,AFL1833 ,Russian Federation,28.5069,54.1332,4213.86,176.11,48.91,11.05,4251.96,175.34,4251.96,1
152026,AFL1681 ,Russian Federation,37.4043,55.9742,0.0,8.75,255.94,0.0,0.0,-167.36,-4251.96,0
15202c,AFL1334 ,Russian Federation,37.4025,55.9722,182.88,78.48,255.96,13.33,0.0,69.73,0.0,1
152031,AFL1450 ,Russian Federation,37.4033,55.9769,0.0,0.0,75.94,0.0,0.0,-78.48,0.0,0
152041,SVR1877 ,Russian Federation,31.2557,30.8123,10675.62,240.36,170.64,0.0,10873.74,240.36,10873.74,1
152045,SVR168  ,Russian Federation,21.0261,58.8313,11277.6,234.1,18.32,-0.33,11049.0,-6.260000000000019,175.26000000000022,1
152079,NWS3545 ,Russian Federation,37.4193,55.9773,0.0,1.8,75.94,0.0,0.0,-232.29999999999998,-11049.0,0
155bf4,IAE862  ,Russian Federation,104.2464,51.8267,4244.34,147.69,344.03,-7.48,4046.22,145.89,4046.22,1
3003ae,DLA6LE  ,Italy,8.4158,48.8579,6705.6,177.42,30.88,0.0,6797.04,29.72999999999999,2750.82,1
300557,AUA548  ,Italy,13.1185,45.5677,4716.78,194.88,86.22,10.08,4861.56,17.460000000000008,-1935.4799999999996,1
300558,DLA8219 ,Italy,12.4224,48.1956,3048.0,144.35,329.6,-8.13,3177.54,-50.53,-1684.0200000000004,1
300564,DLA8065 ,Italy,10.6803,49.222,7551.42,198.62,314.79,-5.2,7627.62,54.27000000000001,4450.08,1
300575,IXPRA   ,Italy,3.8198,48.2954,3672.84,173.37,322.96,-7.48,3802.38,-25.25,-3825.24,1
300702,IBKUP   ,Italy,9.4464,45.6828,403.86,47.9,245.91,1.63,563.88,-125.47,-3238.5,1
300780,DLA5MV  ,Italy,8.5585,47.4549,0.0,2.06,137.81,0.0,0.0,-45.839999999999996,-563.88,0
300781,DLA3P   ,Italy,9.1995,50.307,2286.0,165.84,173.05,-13.0,2438.4,163.78,2438.4,1
300782,DLA5K   ,Italy,8.5858,50.0484,0.0,0.26,160.31,0.0,0.0,-165.58,-2438.4,0
3007ee,DLA8EM  ,Italy,8.6662,50.0639,342.9,73.38,252.45,-4.55,510.54,73.11999999999999,510.54,1
3007f2,DLA2NJ  ,Italy,0.985,51.2836,5593.08,174.18,115.73,10.73,5737.86,100.80000000000001,5227.32,1
3008f2,SNM574  ,Italy,12.337,42.5408,3779.52,153.26,162.42,-4.88,3931.92,-20.920000000000016,-1805.9399999999996,1
3009b8,DLA3FL  ,Italy,9.192,49.1274,5951.22,193.67,7.79,-7.8,6050.28,40.41,2118.3599999999997,1
300a3b,ITY2056 ,Italy,10.0073,43.7306,8854.44,220.86,333.43,-5.2,8976.36,27.190000000000026,2926.080000000001,1
320005,DRAG182 ,Italy,11.2897,44.7396,7810.5,168.25,148.89,10.4,7879.08,-52.610000000000014,-1097.2800000000007,1
323232,J9      ,Italy,27.42,37.2971,5181.6,33.26,320.65,0.0,5318.76,-134.99,-2560.3199999999997,1
32b459,KAYI 005,Italy,27.0,40.6674,3962.4,72.49,145.41,0.0,4000.5,39.23,-1318.2600000000002,1
33fca5,IAM3150 ,Italy,12.5914,41.8044,0.0,66.04,152.64,-0.33,457.2,-6.449999999999989,-3543.3,1
33fcaa,IAM2858 ,Italy,12.4449,41.6201,190.5,83.34,133.25,2.28,350.52,17.299999999999997,-106.68,1
33fdbf,GCI1893 ,Italy,15.1173,36.5817,-60.96,39.56,282.77,0.0,106.68,-43.78,-243.83999999999997,1
341699,SWT2KR  ,Spain,23.736,56.0911,4876.8,156.72,172.46,0.0,4876.8,117.16,4770.12,1
342059,IBE0921 ,Spain,-6.5532,34.3109,10660.38,224.94,203.16,0.0,10599.42,68.22,5722.62,1
342090,IBS1993 ,Spain,0.2433,41.2638,7490.46,199.85,99.63,-6.83,7642.86,-25.090000000000003,-2956.5600000000004,1
3420cb,IBE0581 ,Spain,0.8801,47.2084,8724.9,205.76,23.42,-4.88,8846.82,5.909999999999997,1203.96,1
342107,FIN01AD ,Spain,3.5832,42.0715,7383.78,182.99,246.82,-4.55,7513.32,-22.769999999999982,-1333.5,1
342188,IBS1614 ,Spain,-4.5332,39.3428,7840.98,207.0,44.3,-10.4,8008.62,24.00999999999999,495.3000000000002,1
34224e,FIN08PL ,Spain,-1.3095,43.4977,10675.62,237.61,212.62,0.0,10728.96,30.610000000000014,2720.3399999999992,1
3423c4,IBE05SP ,Spain,0.3212,45.2214,10668.0,230.61,219.48,0.0,10698.48,-7.0,-30.479999999999563,1
34250a,IBE05ZL ,Spain,1.2651,46.7045,10668.0,235.14,211.67,0.0,10706.1,234.10999999999999,10706.1,1
342581,VLG89ZK ,Spain,0.4561,44.9103,11582.4,240.71,343.23,0.0,11620.5,5.570000000000022,914.3999999999996,1
342582,VLG7VK  ,Spain,1.2948,43.3833,10972.8,229.61,357.82,0.0,11018.52,-11.099999999999994,-601.9799999999996,1
34258f,VLG17JZ ,Spain,1.9443,41.8344,6408.42,202.51,332.13,6.83,6553.2,-27.100000000000023,-4465.320000000001,1
342591,VLG5WQ  ,Spain,-0.9155,50.6025,4823.46,191.38,23.95,-12.03,4998.72,-11.129999999999995,-1554.4799999999996,1
342592,VLG1QW  ,Spain,-0.4895,39.4923,15.24,64.89,115.35,-0.98,152.4,-126.49,-4846.320000000001,1
34310d,BCS225P ,Spain,4.4931,50.9098,-76.2,60.76,244.95,-0.33,83.82,-4.130000000000003,-68.58000000000001,1
34324f,IBE0689 ,Spain,10.9515,43.6189,1737.36,138.99,25.43,-12.35,1905.0,78.23000000000002,1821.18,1
343385,IBS15SX ,Spain,-5.3804,40.016,9441.18,227.71,239.15,5.2,9525.0,88.72,7620.0,1
344158,VLG6SZ  ,Spain,-4.4144,36.6144,1043.94,120.61,131.71,18.21,1082.04,120.61,1082.04,1
344197,ANE89UJ ,Spain,4.9502,42.9405,10645.14,215.8,231.0,2.6,10698.48,95.19000000000001,9616.439999999999,1
344217,AEA37UJ ,Spain,2.6741,39.5298,182.88,67.14,59.11,-3.25,281.94,-148.66000000000003,-10416.539999999999,1
344297,AEA64EB ,Spain,-0.9576,44.0807,11887.2,232.59,210.14,0.0,11925.3,165.45,11643.359999999999,1
344345,IBE0337 ,Spain,-12.7883,40.2118,10972.8,257.81,263.58,0.0,11064.24,25.22,-861.0599999999995,1
3443d1,VLG8307 ,Spain,3.808,50.5838,10668.0,236.37,202.66,-0.33,10713.72,219.91,10713.72,1
3443d2,VLG7843 ,Spain,1.8992,43.0515,10340.34,225.89,173.2,-4.55,10408.92,-10.480000000000018,-304.7999999999993,1
3443d3,VLG60KA ,Spain,2.1072,41.5913,3566.16,183.59,218.06,-13.66,3756.66,-42.29999999999998,-6652.26,1
344409,VLG5SV  ,Spain,5.4391,42.9179,10965.18,235.94,42.53,-0.33,11033.76,52.349999999999994,7277.1,1
344446,AEA1684 ,Spain,-3.5335,40.471,586.74,72.96,322.16,-3.58,731.52,-162.98000000000002,-10302.24,1
344455,IBS15NB ,Spain,-7.1467,37.2516,10965.18,221.22,41.51,0.0,10995.66,148.26,10264.14,1
344459,AEA86JZ ,Spain,-2.7848,40.3123,7315.2,213.9,124.42,0.0,7414.26,-7.319999999999993,-3581.3999999999996,1
344498,IBS1863 ,Spain,-0.1687,51.153,0.0,11.83,78.75,0.0,0.0,-202.07,-7414.26,1
3444c8,VOE50NN ,Spain,7.3285,48.3624,1722.12,100.72,49.56,0.0,1882.14,88.89,1882.14,1
3444c9,VLG89TX ,Spain,3.9047,50.7924,4732.02,175.79,56.82,-8.13,4907.28,75.07,3025.1399999999994,1
3444cf,VLG4LP  ,Spain,2.2174,41.2841,868.68,96.48,97.35,2.6,990.6,-79.30999999999999,-3916.68,1
3444d0,VLG42TG ,Spain,-3.8129,40.6563,10972.8,230.21,70.96,0.0,11026.14,133.73000000000002,10035.539999999999,1
344501,VLG41ND ,Spain,-1.4623,38.7319,10972.8,247.71,38.08,-0.33,11064.24,17.5,38.100000000000364,1
344557,VLG6WU  ,Spain,-0.0402,45.9518,10972.8,215.12,26.87,0.0,11018.52,-32.59,-45.719999999999345,1
344646,VLG3PV  ,Spain,2.0745,41.2957,-53.34,67.23,65.59,-0.65,68.58,-147.89,-10949.94,1
344695,VLG8654 ,Spain,11.0628,46.5073,10965.18,227.69,24.42,0.0,10972.8,160.45999999999998,10904.22,1
344696,VLG2EQ  ,Spain,12.2579,41.8545,-38.1,72.89,162.33,-3.58,137.16,-154.8,-10835.64,1
344699,VLG33PG ,Spain,6.3861,48.0119,10370.82,221.73,0.53,0.0,10401.3,148.83999999999997,10264.14,1
345041,VLG9NH  ,Spain,-8.754,34.4668,10675.62,239.17,228.84,0.0,10614.66,17.439999999999998,213.36000000000058,1
345042,VLG1008 ,Spain,2.2265,41.1358,3406.14,137.71,186.43,5.85,3535.68,-101.45999999999998,-7078.98,1
345043,VLG54EN ,Spain,-3.123,37.7815,10675.62,217.95,226.24,-0.33,10721.34,80.23999999999998,7185.66,1
345084,VLG9CQ  ,Spain,7.9706,45.6895,10965.18,211.33,306.79,0.33,10988.04,-6.619999999999976,266.7000000000007,1
345108,VLG2UE  ,Spain,-4.5639,42.1182,10050.78,223.31,234.19,0.0,10119.36,11.97999999999999,-868.6800000000003,1
345116,VLG79XJ ,Spain,2.0774,41.2909,0.0,3.09,154.69,0.0,0.0,-220.22,-10119.36,0
345205,VLG15QR ,Spain,3.4772,42.0824,6568.44,187.91,236.05,-4.88,6728.46,184.82,6728.46,1
345206,VLG2WJ  ,Spain,-0.1657,51.1547,0.0,5.4,303.75,0.0,0.0,-182.51,-6728.46,0
345207,VLG6EP  ,Spain,2.0828,41.2936,0.0,3.34,67.5,0.0,0.0,-2.0600000000000005,0.0,0
345215,AEA75FG ,Spain,2.0359,39.6404,8694.42,203.2,265.94,11.05,8785.86,199.85999999999999,8785.86,1
345218,AEA89LY ,Spain,0.5519,43.4284,12496.8,228.44,229.57,-0.33,12527.28,25.24000000000001,3741.42,1
345248,VLG5LG  ,Spain,3.363,40.4604,5486.4,181.37,312.24,0.0,5638.8,-47.06999999999999,-6888.4800000000005,1
345250,ANE28UR ,Spain,-1.4599,38.9098,7277.1,212.69,39.5,-13.66,7391.4,31.319999999999993,1752.5999999999995,1
345292,BCS6DP  ,Spain,-3.8978,40.8966,10347.96,223.41,31.82,0.0,10408.92,10.719999999999999,3017.5200000000004,1
3452c8,ANE88KP ,Spain,2.5463,39.469,586.74,73.06,60.0,-0.98,655.32,-150.35,-9753.6,1
34530e,ANE92WD ,Spain,-2.7921,40.3445,4259.58,189.37,251.96,-8.78,4351.02,116.31,3695.7000000000003,1
345353,AEA026  ,Spain,-58.4569,-13.6305,11269.98,260.37,49.01,0.33,12024.36,71.0,7673.34,1
345359,VLG9VT  ,Spain,7.2724,43.5529,10363.2,236.66,52.51,0.0,10431.78,-23.710000000000008,-1592.58,1
34535a,VLG4QL  ,Spain,1.9721,41.2606,441.96,60.54,65.39,-3.58,571.5,-176.12,-9860.28,1
34538e,AEA7306 ,Spain,-3.6136,40.5821,1691.64,109.43,308.7,3.58,1790.7,48.89000000000001,1219.2,1
3453c1,AEA28EJ ,Spain,4.7341,42.7935,11277.6,216.53,231.85,0.0,11323.32,107.1,9532.619999999999,1
345559,GES251L ,Spain,-1.7353,43.0227,11277.6,234.54,201.22,0.33,11346.18,18.00999999999999,22.860000000000582,1
345583,ANE11NY ,Spain,-0.0082,43.0683,10668.0,223.56,230.23,-0.33,10721.34,-10.97999999999999,-624.8400000000001,1
345595,ECMSC   ,Spain,-2.6152,40.037,7978.14,225.73,103.31,-7.8,8077.2,2.1699999999999875,-2644.1400000000003,1
345597,ANE33HL ,Spain,-0.8776,41.9577,10668.0,207.13,200.96,-0.33,10706.1,-18.599999999999994,2628.9000000000005,1
3455d5,IBE0105 ,Spain,-37.6958,-2.4439,11582.4,237.32,204.73,0.0,12298.68,30.189999999999998,1592.58,1
3455d7,VOE7349 ,Spain,5.3271,46.1051,11887.2,213.08,233.05,0.0,11917.68,-24.23999999999998,-381.0,1
3455d8,VOE58CR ,Spain,-7.2466,38.6942,11574.78,229.89,20.71,-0.65,11628.12,16.809999999999974,-289.5599999999995,1
345613,VOE99UN ,Spain,-4.6395,39.0619,10058.4,214.89,213.08,0.0,10111.74,-15.0,-1516.380000000001,1
345642,VLG94ML ,Spain,-0.1258,46.0399,10370.82,221.57,27.22,0.0,10439.4,6.680000000000007,327.65999999999985,1
345643,VLG7RN  ,Spain,-4.0829,41.3877,10066.02,226.85,193.37,-0.33,10134.6,5.280000000000001,-304.7999999999993,1
345645,VLG5FA  ,Spain,-1.0111,51.1105,4000.5,182.25,244.59,18.53,4152.9,-44.599999999999994,-5981.700000000001,1
345699,VOE9MU  ,Spain,1.507,48.1103,3794.76,165.77,18.27,-9.75,3962.4,-16.47999999999999,-190.49999999999955,1
346082,AEA19SN ,Spain,7.4317,40.9109,11277.6,211.22,275.03,-0.33,11353.8,45.44999999999999,7391.4,1
346083,AEA58TY ,Spain,-5.7158,39.8431,9448.8,231.31,240.41,0.0,9532.62,20.090000000000003,-1821.1799999999985,1
346088,VLG6FX  ,Spain,1.8649,41.0568,2164.08,138.89,41.25,-4.23,2316.48,-92.42000000000002,-7216.140000000001,1
34608f,IBE07EA ,Spain,16.5584,48.1198,0.0,0.0,295.31,0.0,0.0,-138.89,-2316.48,0
346147,IBE06PA ,Spain,2.736,44.3956,11582.4,231.21,54.97,0.0,11635.74,231.21,11635.74,1
346181,AEA046  ,Spain,-44.9364,-20.829,10668.0,258.75,29.67,0.0,11346.18,27.539999999999992,-289.5599999999995,1
346188,VLG70FR ,Spain,2.3172,40.8979,5615.94,188.29,171.52,7.8,5745.48,-70.46000000000001,-5600.700000000001,1
346195,ETD83W  ,Spain,12.4249,41.9881,2148.84,139.11,342.57,-5.2,2324.1,-49.17999999999998,-3421.3799999999997,1
3461ce,VOE3556 ,Spain,2.8678,43.3478,11887.2,232.61,91.52,0.0,11925.3,93.5,9601.199999999999,1
346310,AEA058  ,Spain,-45.3777,-22.0014,7330.44,227.67,29.81,3.9,7764.78,-4.940000000000026,-4160.5199999999995,1
346316,IBE07DE ,Spain,-3.6374,45.7596,11269.98,233.52,190.02,0.0,11330.94,5.850000000000023,3566.1600000000008,1
34635a,ETD103  ,Spain,0.5537,39.2226,11879.58,249.6,293.18,0.0,11955.78,16.079999999999984,624.8400000000001,1
34644c,IBS1671 ,Spain,1.3769,39.3756,5791.2,183.27,96.45,-10.73,5935.98,-66.32999999999998,-6019.800000000001,1
3465d8,VOE61MX ,Spain,1.1935,48.1964,10363.2,213.11,13.97,0.0,10424.16,29.840000000000003,4488.18,1
346648,VOE66SY ,Spain,2.985,50.549,327.66,85.37,77.47,-4.88,487.68,-127.74000000000001,-9936.48,1
346649,VOE61TN ,Spain,5.0928,45.7272,144.78,63.23,172.99,-0.33,289.56,-22.140000000000008,-198.12,1
346691,VLG1TR  ,Spain,1.1184,47.6892,10363.2,212.17,21.78,0.0,10416.54,148.94,10126.980000000001,1
347159,NAY7SZ  ,Spain,-16.558,28.4975,2575.56,94.17,268.75,6.18,2651.76,-117.99999999999999,-7764.780000000001,1
347206,IBE0118 ,Spain,-57.7221,-25.6808,11277.6,270.96,56.85,-0.33,11932.92,176.78999999999996,9281.16,1
347253,HTY127  ,Spain,-5.4413,36.1288,45.72,1.15,63.43,-0.65,76.2,-269.81,-11856.72,0
347258,VOE87GB ,Spain,-4.9478,37.5832,5250.18,162.34,190.78,-4.55,5379.72,161.19,5303.52,1
347282,NAY895  ,Spain,-16.4107,28.4423,3604.26,141.09,109.82,-5.53,3649.98,-21.25,-1729.7400000000002,1
347297,PUE9012 ,Spain,7.2363,40.2965,10668.0,226.01,187.06,0.33,10774.68,84.91999999999999,7124.700000000001,1
3472c3,VLG1VY  ,Spain,-1.0047,39.7769,7315.2,213.69,168.47,-0.33,7459.98,-12.319999999999993,-3314.7000000000007,1
3472cc,IBE0654 ,Spain,11.8307,41.6379,4160.52,165.27,239.92,18.21,4328.16,-48.41999999999999,-3131.8199999999997,1
347301,BCS216P ,Spain,-2.7241,40.9459,8023.86,218.4,70.03,9.75,8107.68,53.129999999999995,3779.5200000000004,1
347307,AEA39VM ,Spain,7.5957,44.065,11277.6,226.63,244.02,0.0,11315.7,8.22999999999999,3208.0200000000004,1
347309,AEA7159 ,Spain,-3.4739,41.177,7315.2,193.6,18.92,12.68,7406.64,-33.03,-3909.0600000000004,1
347386,IBE0107 ,Spain,-39.8911,-1.3678,11582.4,241.85,213.28,-0.33,12283.44,48.25,4876.8,1
34738a,,Spain,2.6204,39.3747,266.7,43.33,60.09,0.0,335.28,-198.51999999999998,-11948.16,1
3473d3,SVA9412 ,Spain,17.4958,35.446,12192.0,202.49,278.77,0.0,12390.12,159.16000000000003,12054.84,1
347453,IBE04VZ ,Spain,0.5591,40.7886,8839.2,193.34,262.97,0.0,8953.5,-9.150000000000006,-3436.620000000001,1
34745a,AEA40WM ,Spain,-3.9968,40.8485,6187.44,185.88,299.33,13.66,6294.12,-7.460000000000008,-2659.38,1
347481,AEA4026 ,Spain,0.1677,38.7778,5836.92,173.3,252.91,-5.2,5966.46,-12.579999999999984,-327.65999999999985,1
3474c8,DAH2700 ,Spain,-69.6512,46.3658,10972.8,184.88,253.18,0.0,10721.34,11.579999999999984,4754.88,1
3474cb,BCS9237 ,Spain,15.0056,43.2575,11582.4,211.85,287.38,0.0,11650.98,26.97,929.6399999999994,1
3474ce,BCS34W  ,Spain,21.7943,42.625,10972.8,206.31,316.31,0.0,11056.62,-5.539999999999992,-594.3599999999988,1
3474da,IBS16HM ,Spain,-7.7751,38.6057,10668.0,237.49,215.03,0.0,10744.2,31.180000000000007,-312.4200000000001,1
34750b,AEA29NP ,Spain,-6.9646,40.6962,8092.44,215.33,282.28,-5.2,8214.36,-22.159999999999997,-2529.84,1
34750f,AEA67JY ,Spain,1.5485,39.6151,7010.4,217.97,264.85,0.0,7139.94,2.6399999999999864,-1074.420000000001,1
347586,ECOCF   ,Spain,-3.6542,42.3419,1089.66,30.7,148.71,-1.95,1196.34,-187.27,-5943.599999999999,1
34758d,GES041Z ,Spain,2.079,41.2946,0.0,11.83,64.69,0.0,0.0,-18.869999999999997,-1196.34,1
3475d4,LVL2602 ,Spain,-46.5185,-23.0538,10668.0,249.25,39.47,0.0,11346.18,237.42,11346.18,1
3475d5,IBE07VP ,Spain,-0.6924,51.4766,693.42,82.32,89.28,-3.58,861.06,-166.93,-10485.12,1
347604,AEA176  ,Spain,-72.8408,-2.4391,10058.4,266.19,19.42,0.0,10751.82,183.87,9890.76,1
347646,IBB90DV ,Spain,2.598,39.6079,4267.2,177.68,244.99,19.51,4404.36,-88.50999999999999,-6347.46,1
34764a,IBE0124 ,Spain,-74.9589,-6.8183,10668.0,259.99,26.06,0.0,11361.42,82.31,6957.06,1
34768c,VLG7851 ,Spain,13.6418,42.0431,10363.2,195.46,254.43,0.33,10485.12,-64.53,-876.2999999999993,1
34768f,VLG9XG  ,Spain,-8.0359,42.4295,10355.58,208.53,32.2,0.0,10447.02,13.069999999999993,-38.100000000000364,1
348085,AEA51KH ,Spain,-3.3522,46.3818,11887.2,231.68,192.31,0.0,11932.92,-36.69999999999999,11932.92,1
3480c3,IBB6XE  ,Spain,-3.528,40.4374,762.0,74.09,322.33,-3.25,838.2,-157.59,-11094.72,1
3480cc,LVL27DQ ,Spain,-4.1733,43.3995,10668.0,232.39,277.38,0.0,10744.2,158.29999999999998,9906.0,1
34810b,IBE02FW ,Spain,-64.2791,44.8943,10972.8,187.63,236.75,0.0,10774.68,-44.75999999999999,30.479999999999563,1
3481d5,LOT4TL  ,Spain,-4.274,54.1373,10972.8,243.51,291.31,0.0,11026.14,55.879999999999995,251.45999999999913,1
348204,VLG1ZV  ,Spain,4.1504,41.1128,7833.36,197.89,277.92,-4.88,7993.38,-45.620000000000005,-3032.7599999999993,1
348205,VLG9ZT  ,Spain,-0.549,38.2815,0.0,12.35,73.12,0.0,0.0,-185.54,-7993.38,1
348208,VLG5YF  ,Spain,2.4905,40.489,5791.2,183.06,160.29,0.0,5951.22,170.71,5951.22,1
348307,IBB90ZL ,Spain,-4.2843,40.8312,11277.6,228.1,189.74,-0.33,11323.32,45.03999999999999,5372.099999999999,1
348351,IBE03CG ,Spain,-62.7167,45.6026,10972.8,180.55,237.8,0.0,10721.34,-47.54999999999998,-601.9799999999996,1
34838b,VOE9AH  ,Spain,3.082,44.9025,11887.2,227.12,238.15,0.33,11932.92,46.56999999999999,1211.58,1
348397,ECOLP   ,Spain,-6.0817,37.8587,3063.24,52.32,149.91,0.0,3147.06,-174.8,-8785.86,1
3483d9,ANE13XU ,Spain,-3.1132,36.5283,6591.3,136.05,352.18,2.6,6690.36,83.73000000000002,3543.2999999999997,1
