icao24,callsign,origin_country,longitude,latitude,baro_altitude,velocity,heading,vertical_rate,geo_altitude,speed_diff,alt_diff,movement
a0179b,N105DJ  ,United States,-81.2365,28.7542,190.5,55.06,268.93,-3.25,243.84,-143.55,-7231.38,1
a017a8,DAL1570 ,United States,-80.6169,32.2213,10363.2,230.41,209.71,0.0,10736.58,175.35,10492.74,1
a01805,RPA4800 ,United States,-84.4358,33.6358,0.0,8.75,270.0,0.0,0.0,-221.66,-10736.58,0
a01820,AMX609  ,United States,-98.8125,19.9,7856.22,209.63,263.66,-10.4,8298.18,200.88,8298.18,1
a018ea,N105SU  ,United States,-85.9295,38.3104,274.32,1.63,108.43,0.33,266.7,-208.0,-8031.4800000000005,0
a018ee,SKW5851 ,United States,-113.1117,36.4667,10972.8,209.02,248.49,0.0,11186.16,207.39000000000001,10919.46,1
a018fc,N105TM  ,United States,-95.8603,41.2713,457.2,41.26,324.13,-1.95,457.2,-167.76000000000002,-10728.96,1
a0191e,AAL3077 ,United States,-113.081,33.5057,6812.28,200.71,282.43,9.43,7002.78,159.45000000000002,6545.58,1
a01b56,DAL827  ,United States,-117.2064,32.7358,-30.48,2.57,230.62,0.0,0.0,-198.14000000000001,-7002.78,0
a01bbc,RPA4666 ,United States,-87.7317,42.1517,2522.22,140.05,217.84,-8.45,2537.46,137.48000000000002,2537.46,1
a01bd8,N106JT  ,United States,-97.6613,30.1839,0.0,0.0,180.0,0.0,0.0,-140.05,-2537.46,0
a01c37,AAL2    ,United States,-86.2195,40.6855,11277.6,275.81,88.72,-0.33,11399.52,275.81,11399.52,1
a01d8b,N1061T  ,United States,-85.1908,35.6566,6705.6,113.69,295.17,0.0,6918.96,-162.12,-4480.56,1
a01eb7,N107AB  ,United States,-80.2067,40.5007,449.58,54.53,270.0,-3.25,464.82,-59.16,-6454.14,1
a01ec9,N107AV  ,United States,-113.2635,36.8206,7924.8,166.01,286.75,0.0,8077.2,111.47999999999999,7612.38,1
a01f13,DAL2864 ,United States,-83.9163,43.6454,11582.4,184.24,286.71,0.0,11529.06,18.230000000000018,3451.8599999999997,1
a01f73,RPA4389 ,United States,-81.6174,40.4107,9052.56,237.44,67.05,5.85,9174.48,53.19999999999999,-2354.58,1
a0232a,RPA4415 ,United States,-77.6834,37.0926,6728.46,194.72,20.73,-5.85,6926.58,-42.72,-2247.8999999999996,1
a023a5,AAL12   ,United States,-90.2205,40.4714,10393.68,270.39,80.25,-3.25,10538.46,75.66999999999999,3611.879999999999,1
a02413,SKW5764 ,United States,-93.6616,38.8849,11277.6,251.02,115.88,0.0,11468.1,-19.369999999999976,929.6400000000012,1
a02443,AAL1279 ,United States,-95.2285,34.4812,9296.4,215.45,219.96,-4.88,9608.82,-35.57000000000002,-1859.2800000000007,1
a0267b,DAL2465 ,United States,-77.2788,37.1466,10066.02,235.12,30.94,-0.33,10302.24,19.670000000000016,693.4200000000001,1
a02681,DAL803  ,United States,-116.2361,43.5886,9441.18,244.88,138.41,-0.33,9578.34,9.759999999999991,-723.8999999999996,1
a026e1,RPA4523 ,United States,-86.8972,42.1186,5981.7,203.98,87.11,8.78,6050.28,-40.900000000000006,-3528.0600000000004,1
a0275c,AAL234  ,United States,-78.1438,41.8841,11277.6,277.83,94.99,0.0,11300.46,73.85,5250.179999999999,1
a027e1,N109TW  ,United States,-113.1577,37.0896,3009.9,115.75,297.82,-6.83,3055.62,-162.07999999999998,-8244.84,1
a027fa,AAL2951 ,United States,-87.9587,39.3067,10965.18,195.98,302.02,0.0,11140.44,80.22999999999999,8084.820000000001,1
a02890,N1090W  ,United States,-96.8029,44.3121,754.38,49.7,306.16,0.33,762.0,-146.27999999999997,-10378.44,1
a0299e,AXEL10  ,United States,-97.9187,31.2537,906.78,102.31,158.47,-6.83,929.64,52.61,167.64,1
a02a0d,CTX55   ,United States,-84.302,33.8779,266.7,48.48,19.2,3.58,350.52,-53.830000000000005,-579.12,1
a02a7e,N11GP   ,United States,-83.2589,29.5031,12192.0,200.46,324.19,0.0,12618.72,151.98000000000002,12268.199999999999,1
a02b48,N11QR   ,United States,-156.7286,20.8905,266.7,50.93,135.82,1.3,327.66,-149.53,-12291.06,1
a02c04,N11YD   ,United States,-81.512,27.0717,2674.62,126.52,156.77,0.0,2804.16,75.59,2476.5,1
a02c40,AAL3278 ,United States,-107.4693,41.7975,10972.8,225.93,243.79,0.0,11010.9,99.41000000000001,8206.74,1
a02c91,DAL1506 ,United States,-90.3589,38.7522,0.0,0.0,135.0,0.0,0.0,-225.93,-11010.9,0
a02c94,DAL2409 ,United States,-88.2635,44.5775,10972.8,186.05,281.81,0.0,10881.36,186.05,10881.36,1
a02d0c,AMX1684 ,United States,-97.6627,30.201,0.0,4.37,90.0,0.0,0.0,-181.68,-10881.36,0
a02e96,N1100L  ,United States,-101.4847,33.4424,2133.6,54.77,185.39,5.85,2179.32,50.400000000000006,2179.32,1
a030a8,RPA4514 ,United States,-76.9297,39.8235,9753.6,198.07,238.7,0.0,9890.76,143.29999999999998,7711.4400000000005,1
a030fd,N111M   ,United States,-82.7889,31.7114,7924.8,165.35,141.06,-0.33,8275.32,-32.72,-1615.4400000000005,1
a0311d,DAL2917 ,United States,-73.9106,40.737,114.3,64.79,32.68,-3.9,220.98,-100.55999999999999,-8054.34,1
a03235,AAL3    ,United States,-82.4435,38.1596,9723.12,212.86,250.08,3.9,9944.1,148.07,9723.12,1
a03367,N1118N  ,United States,-111.7852,33.1704,594.36,37.86,137.2,0.98,579.12,-175.0,-9364.98,1
a03368,N1118P  ,United States,-83.7066,34.2904,1424.94,84.35,345.88,-0.33,1516.38,46.489999999999995,937.2600000000001,1
a03377,UCA4253 ,United States,-77.9657,40.2649,4351.02,182.67,358.71,-5.2,4434.84,98.32,2918.46,1
a0337c,UCA4367 ,United States,-77.4419,38.9502,0.0,3.6,194.06,0.0,0.0,-179.07,-4434.84,0
a03397,UCA4822 ,United States,-95.42,30.0925,1615.44,118.84,270.0,-5.2,1706.88,115.24000000000001,1706.88,1
a03399,UCA4272 ,United States,-92.9272,29.9168,7620.0,216.61,90.95,0.0,7993.38,97.77000000000001,6286.5,1
a033df,N112CM  ,United States,-114.1831,36.4243,5097.78,164.01,232.52,-9.75,5196.84,-52.60000000000002,-2796.54,1
a033f9,DAL2711 ,United States,-74.8763,39.9367,3832.86,169.7,47.7,-6.18,3931.92,5.689999999999998,-1264.92,1
a033ff,DAL2002 ,United States,-79.9818,32.8253,373.38,87.91,327.43,-5.2,464.82,-81.78999999999999,-3467.1,1
a034be,N112MK  ,United States,-88.4415,39.2104,2689.86,86.74,157.69,0.0,2735.58,-1.1700000000000017,2270.7599999999998,1
a03618,UAL2037 ,United States,-106.5373,35.1503,10972.8,197.47,245.04,0.0,11224.26,110.73,8488.68,1
a03773,N113BB  ,United States,-116.9153,33.2776,1699.26,58.97,83.99,-0.33,1737.36,-138.5,-9486.9,1
a037b2,DAL1553 ,United States,-104.6418,39.8267,1630.68,71.0,0.42,-4.88,1684.02,12.030000000000001,-53.33999999999992,1
a03816,RPA4631 ,United States,-77.3125,41.6886,9448.8,268.85,94.5,0.0,9502.14,197.85000000000002,7818.119999999999,1
a0390c,N113TL  ,United States,-84.2352,36.3976,2339.34,50.61,252.85,0.0,2423.16,-218.24,-7078.98,1
a03b67,DAL2536 ,United States,-75.7854,38.948,8275.32,242.11,36.36,-4.88,8458.2,191.5,6035.040000000001,1
a03b6d,DAL1532 ,United States,-101.3255,33.5407,10972.8,221.54,314.53,-0.33,11330.94,-20.57000000000002,2872.74,1
a03bb8,FFL1265 ,United States,-83.2644,28.5888,5852.16,216.2,155.69,-10.08,6126.48,-5.340000000000003,-5204.460000000001,1
a03bcd,RPA4807 ,United States,-73.8784,40.7804,0.0,1.03,11.25,0.0,0.0,-215.17,-6126.48,0
a03c06,XAA8221 ,United States,-75.5181,39.8837,3825.24,199.56,35.45,-0.33,3901.44,198.53,3901.44,1
a03c41,XAA4297 ,United States,-84.3069,33.862,243.84,64.97,20.87,-3.58,335.28,-134.59,-3566.16,1
a03e0b,N1144Z  ,United States,-82.8492,28.1446,640.08,50.99,272.89,2.6,754.38,-13.979999999999997,419.1,1
a03edd,XAA960  ,United States,-87.0743,39.6931,12496.8,293.2,64.87,0.0,12611.1,242.20999999999998,11856.720000000001,1
a03ee0,N115BA  ,United States,-87.1343,33.6992,13106.4,195.02,234.34,0.33,13472.16,-98.17999999999998,861.0599999999995,1
a03f07,FFL1362 ,United States,-80.6803,32.7477,2926.08,153.36,358.46,-9.43,3063.24,-41.66,-10408.92,1
a03f1e,DAL421  ,United States,-86.8444,42.4948,9753.6,190.06,272.79,0.0,9791.7,36.69999999999999,6728.460000000001,1
a03f24,DAL572  ,United States,-91.3432,39.6209,9730.74,268.65,84.73,3.9,9928.86,78.58999999999997,137.15999999999985,1
a03f2c,FFL1578 ,United States,-121.3633,38.9443,236.22,56.18,164.05,-2.93,251.46,-212.46999999999997,-9677.400000000001,1
a03f84,RPA4478 ,United States,-84.1169,33.7623,3543.3,183.86,210.8,-2.6,3726.18,127.68,3474.72,1
a03fc9,N115LJ  ,United States,-88.4674,38.5936,13106.4,198.53,255.14,0.0,13296.9,14.669999999999987,9570.72,1
a03fff,AAL1470 ,United States,-102.0558,31.4727,10660.38,245.76,113.83,0.0,11033.76,47.22999999999999,-2263.1399999999994,1
a04088,DAZ15   ,United States,-150.6795,60.1885,3467.1,93.57,199.93,-0.33,3192.78,-152.19,-7840.98,1
a04183,VTE3713 ,United States,-80.4065,39.0513,3794.76,152.9,208.98,9.1,3893.82,59.33000000000001,701.04,1
a0424a,CXK287  ,United States,-91.0402,30.2605,853.44,57.81,29.3,-0.33,906.78,-95.09,-2987.04,1
a04263,BPX211  ,United States,-81.0917,29.3102,175.26,46.24,339.15,4.55,243.84,-11.57,-662.9399999999999,1
a042db,DAL1254 ,United States,-112.6207,40.8586,5219.7,184.64,264.08,6.18,5326.38,138.39999999999998,5082.54,1
a043ec,EJA116  ,United States,-105.4759,39.6906,8122.92,196.47,279.19,-6.5,8206.74,11.830000000000013,2880.3599999999997,1
a04417,N116SK  ,United States,-114.1523,35.5905,6400.8,157.0,122.28,0.0,6568.44,-39.47,-1638.3000000000002,1
a04641,AAL1243 ,United States,-117.475,34.079,4091.94,155.12,253.43,-10.08,4213.86,-1.8799999999999955,-2354.58,1
a04662,N117BW  ,United States,-87.5868,41.8786,373.38,84.8,196.57,-2.93,396.24,-70.32000000000001,-3817.62,1
a046e7,N117HD  ,United States,-87.6641,41.9341,342.9,9.79,176.99,-0.98,358.14,-75.00999999999999,-38.10000000000002,0
a046f2,RPA4678 ,United States,-87.4855,41.7268,3573.78,169.93,303.64,-7.15,3611.88,160.14000000000001,3253.7400000000002,1
a04748,N117MA  ,United States,-97.8541,33.305,3017.52,146.74,111.17,-8.45,3154.68,-23.189999999999998,-457.2000000000003,1
a0480b,AAL3164 ,United States,-81.7833,32.437,10363.2,229.59,200.87,0.0,10728.96,82.85,7574.279999999999,1
a0495f,N1176A  ,United States,-120.4156,39.6468,3002.28,48.73,100.95,-7.48,3131.82,-180.86,-7597.139999999999,1
a04a49,DAL9887 ,United States,-85.0042,43.8639,11582.4,183.31,286.3,0.0,11521.44,134.58,8389.62,1
a04aa9,RPA4483 ,United States,-80.9071,38.5618,9144.0,198.68,252.83,0.33,9311.64,15.370000000000005,-2209.800000000001,1
a04b24,AAL3259 ,United States,-66.6976,19.2406,6187.44,213.79,317.83,6.18,6454.14,15.109999999999985,-2857.499999999999,1
a04db6,N119AV  ,United States,-117.7871,34.0274,1066.8,58.52,6.56,-6.5,1051.56,-155.26999999999998,-5402.58,1
a04db8,AER52   ,United States,-150.6359,61.0601,1973.58,122.86,63.11,-6.5,1752.6,64.34,701.04,1
a04dfa,DAL346  ,United States,-99.2421,38.3517,10660.38,258.78,114.43,0.0,10866.12,135.91999999999996,9113.52,1
a04e60,RPA4680 ,United States,-82.2707,42.634,10972.8,174.1,278.15,-0.33,10957.56,-84.67999999999998,91.43999999999869,1
a04edb,AAL2927 ,United States,-73.7919,40.7083,922.02,127.82,86.54,6.5,998.22,-46.28,-9959.34,1
a04f49,SKW5315 ,United States,-95.9963,36.439,1531.62,122.96,7.45,0.65,1546.86,-4.859999999999999,548.6399999999999,1
a04f87,N119VK  ,United States,-121.813,37.7605,1005.84,68.2,33.93,-0.33,1051.56,-54.75999999999999,-495.29999999999995,1
a05102,N1197U  ,United States,-84.9941,32.4808,327.66,52.48,52.57,-0.65,426.72,-15.720000000000006,-624.8399999999999,1
a0520e,N12HF   ,United States,-84.9179,32.9113,777.24,53.03,309.09,-1.95,883.92,0.5500000000000043,457.19999999999993,1
a05225,N12JD   ,United States,-90.4051,34.2687,3230.88,132.36,311.06,-2.28,3406.14,79.33000000000001,2522.22,1
a05366,N12X    ,United States,-84.4654,33.4399,1699.26,121.44,181.21,0.0,1813.56,-10.920000000000016,-1592.58,1
a0540a,DAL2346 ,United States,-78.5326,30.7328,10363.2,232.7,195.91,0.0,10728.96,111.25999999999999,8915.4,1
a05410,DAL2785 ,United States,-71.0077,42.3342,525.78,85.71,126.46,7.8,624.84,-146.99,-10104.119999999999,1
a0541b,AAL3069 ,United States,-90.7678,35.2581,9753.6,215.35,243.92,-0.65,10081.26,129.64,9456.42,1
a05470,RPA4343 ,United States,-79.0881,38.8854,9753.6,198.82,242.24,0.33,9898.38,-16.53,-182.88000000000102,1
a05483,KFB120  ,United States,-117.0461,32.5892,1120.14,111.8,293.03,13.98,1120.14,-87.02,-8778.24,1
a05559,SKW5699 ,United States,-96.6206,31.4397,8892.54,226.22,192.08,-4.88,9258.3,114.42,8138.159999999999,1
a05626,UAL971  ,United States,-88.1118,42.057,2682.24,137.55,257.47,-0.98,2689.86,-88.66999999999999,-6568.439999999999,1
a05629,UAL986  ,United States,-84.7645,45.0876,11788.14,239.96,193.26,-7.15,11628.12,102.41,8938.26,1
a0563b,DAL680  ,United States,-79.3007,42.9806,9753.6,184.77,274.63,0.0,9738.36,-55.19,-1889.7600000000002,1
a05646,UAL2692 ,United States,-104.5206,40.4707,11582.4,225.86,241.27,0.33,11704.32,41.09,1965.9599999999991,1
a05653,TWY13   ,United States,-80.3794,26.0575,3429.0,177.36,303.04,7.15,3604.26,-48.5,-8100.0599999999995,1
a05679,N1203F  ,United States,-96.247,36.1847,1066.8,39.93,194.93,-2.28,1028.7,-137.43,-2575.5600000000004,1
a057a8,N121CN  ,United States,-102.7141,33.0259,12192.0,171.0,314.02,0.0,12580.62,131.07,11551.92,1
a057c7,DAL1578 ,United States,-83.4773,39.6189,11582.4,190.33,316.64,-0.33,11757.66,19.330000000000013,-822.960000000001,1
a057cc,DAL2298 ,United States,-82.0267,38.2146,10058.4,228.41,0.0,0.0,10264.14,38.079999999999984,-1493.5200000000004,1
a05827,RPA4579 ,United States,-74.0057,40.8915,3771.9,147.32,264.39,15.28,3855.72,-81.09,-6408.42,1
a0583f,N121JP  ,United States,-90.5739,14.4559,2225.04,79.35,42.9,1.95,2339.34,-67.97,-1516.3799999999997,1
a05864,N121LA  ,United States,-80.155,26.2468,190.5,62.58,153.65,-1.95,251.46,-16.769999999999996,-2087.88,1
a05910,SKW4796 ,United States,-119.2822,34.2832,10363.2,216.06,302.55,0.33,10660.38,153.48000000000002,10408.92,1
a05923,N121TS  ,United States,-82.6898,29.9445,11887.2,193.43,0.3,0.0,12283.44,-22.629999999999995,1623.0600000000013,1
a05940,AAL2977 ,United States,-96.4531,40.0845,10668.0,275.11,58.3,0.0,10805.16,81.68,-1478.2800000000007,1
a059ce,N1210N  ,United States,-85.4198,36.1556,11887.2,250.05,161.9,0.0,12138.66,-25.060000000000002,1333.5,1
a059e3,UAL571  ,United States,-92.2822,31.3613,11582.4,204.27,240.92,0.0,11963.4,-45.78,-175.26000000000022,1
a05a25,UAL626  ,United States,-115.402,38.3321,11582.4,201.15,270.44,0.0,11750.04,-3.1200000000000045,-213.35999999999876,1
a05a68,UCA4896 ,United States,-94.7265,30.768,6248.4,194.33,33.77,9.43,6537.96,-6.819999999999993,-5212.080000000001,1
a05aac,UCA4915 ,United States,-91.8343,30.1183,6019.8,193.07,221.98,9.1,6309.36,-1.2600000000000193,-228.60000000000036,1
a05ab3,UCA4260 ,United States,-95.2651,30.0298,1005.84,142.15,22.11,6.5,1074.42,-50.91999999999999,-5234.94,1
a05ac4,N1217P  ,United States,-85.2205,30.3602,2621.28,101.29,114.61,-0.33,2804.16,-40.86,1729.7399999999998,1
a05b1a,UCA4927 ,United States,-96.4592,28.6338,4846.32,190.62,225.22,-0.33,5090.16,89.33,2286.0,1
a05b43,N122BK  ,United States,-113.9868,35.0084,7315.2,117.68,282.88,-0.33,7482.84,-72.94,2392.6800000000003,1
a05b7e,DAL1203 ,United States,-119.8971,44.7001,9144.0,249.06,111.32,5.85,9273.54,131.38,1790.7000000000007,1
a05bde,RPA4534 ,United States,-79.2275,36.4685,10058.4,240.31,55.29,0.33,10317.48,-8.75,1043.9399999999987,1
a05c02,N122KA  ,United States,-116.5315,43.5857,716.28,29.12,125.66,-0.98,777.24,-211.19,-9540.24,1
a05c59,AAL1695 ,United States,-71.0211,42.3613,0.0,0.51,25.31,0.0,0.0,-28.61,-777.24,0
a05cf3,AAL3130 ,United States,-97.0385,32.9073,0.0,0.0,208.12,0.0,0.0,-0.51,0.0,0
a05d79,N1220A  ,United States,-116.7702,33.6814,3314.7,131.86,95.82,-0.33,3413.76,131.86,3413.76,1
a05d92,UCA4887 ,United States,-84.8663,35.1751,5715.0,215.28,48.0,-11.7,5928.36,83.41999999999999,2514.5999999999995,1
a05dd8,UAL1298 ,United States,-118.5472,33.7953,2628.9,148.15,167.36,13.33,2689.86,-67.13,-3238.4999999999995,1
a05eb4,ABX3109 ,United States,-86.8238,39.6374,10668.0,256.86,147.26,0.0,10835.64,108.71000000000001,8145.779999999999,1
a05f11,N123CH  ,United States,-80.47,27.3616,4640.58,88.0,319.98,7.15,4861.56,-168.86,-5974.079999999999,1
a05f37,DAL1648 ,United States,-91.588,42.0352,10363.2,181.32,264.79,0.0,10424.16,93.32,5562.599999999999,1
a05f95,RPA4420 ,United States,-77.8824,37.2354,8229.6,239.69,39.6,0.0,8442.96,58.370000000000005,-1981.2000000000007,1
a05fc9,N123KS  ,United States,-82.0963,28.0385,845.82,60.19,251.57,-0.33,906.78,-179.5,-7536.179999999999,1
a06010,AAL2958 ,United States,-95.2436,35.5087,10668.0,256.41,95.64,0.0,10980.42,196.22000000000003,10073.64,1
a060bc,CXK382  ,United States,-117.3744,33.2266,426.72,43.41,121.43,-5.85,426.72,-213.00000000000003,-10553.7,1
a0628f,AAL1662 ,United States,-96.5367,37.7569,10980.42,188.04,286.2,0.0,11193.78,144.63,10767.060000000001,1
a062a4,AER65   ,United States,-153.3672,59.5738,6156.96,109.5,225.57,0.33,5768.34,-78.53999999999999,-5425.4400000000005,1
a062ec,DAL2251 ,United States,-122.3078,47.4636,0.0,2.06,239.06,0.0,0.0,-107.44,-5768.34,0
a062f7,N124EE  ,United States,-88.3842,43.2241,533.4,55.96,251.23,-1.3,548.64,53.9,548.64,1
a0634c,RPA4375 ,United States,-77.1061,38.9169,922.02,114.96,314.27,21.46,1013.46,58.99999999999999,464.82000000000005,1
a063fd,EJA124  ,United States,-82.4063,38.1465,12504.42,266.15,172.56,-1.63,12694.92,151.19,11681.46,1
a06430,N124ST  ,United States,-80.2918,25.9123,-30.48,55.14,120.87,-3.58,15.24,-211.01,-12679.68,1
a06435,SKW5548 ,United States,-88.0212,42.0028,601.98,79.22,90.0,-4.55,609.6,24.08,594.36,1
a06461,AAL2187 ,United States,-96.3532,19.2989,10972.8,235.37,173.98,0.0,11521.44,156.15,10911.84,1
a0653f,N1242U  ,United States,-88.2718,41.9134,304.8,38.95,12.2,-4.23,342.9,-196.42000000000002,-11178.54,1
a06646,AAL1423 ,United States,-113.9043,33.4271,7185.66,226.35,103.4,-8.13,7414.26,187.39999999999998,7071.360000000001,1
a0669d,DAL676  ,United States,-75.2148,38.8945,10058.4,233.5,28.99,-0.33,10233.66,7.150000000000006,2819.3999999999996,1
a066a3,DAL1770 ,United States,-77.0409,35.2786,11582.4,225.08,201.17,0.0,11871.96,-8.419999999999987,1638.2999999999993,1
a066a8,KOW25   ,United States,-98.4094,38.8913,14310.36,210.26,266.63,0.65,14523.72,-14.820000000000022,2651.76,1
a066c7,FDX5050 ,United States,-84.2199,41.8573,10363.2,185.49,220.05,0.0,10416.54,-24.769999999999982,-4107.1799999999985,1
a06703,RPA4418 ,United States,-80.6508,37.1288,9144.0,202.41,217.77,-0.33,9410.7,16.919999999999987,-1005.8400000000001,1
a067d6,PERRIS1 ,United States,-117.2171,33.7581,396.24,35.56,345.76,-0.33,403.86,-166.85,-9006.84,1
a067f6,KOW125  ,United States,-104.5318,40.6832,14317.98,280.32,81.56,0.0,14500.86,244.76,14097.0,1
a0692d,N1254D  ,United States,-96.6667,33.0969,906.78,42.36,245.61,-0.98,906.78,-237.95999999999998,-13594.08,1
a06967,VTE3207 ,United States,-65.4443,17.9206,3954.78,162.57,269.46,-10.4,4114.8,120.21,3208.0200000000004,1
a069fd,N126AA  ,United States,-82.4841,28.4899,541.02,59.22,262.01,0.65,617.22,-103.35,-3497.58,1
a06a09,AAL2535 ,United States,-97.218,32.7378,3756.66,149.89,44.17,-2.6,3924.3,90.66999999999999,3307.08,1
a06a54,DAL1122 ,United States,-75.3341,41.8248,10119.36,188.18,299.3,12.35,10165.08,38.29000000000002,6240.78,1
a06a62,N126EB  ,United States,-0.5704,51.4081,1996.44,115.97,356.44,-5.85,2133.6,-72.21000000000001,-8031.48,1
a06aba,RPA4760 ,United States,-81.3229,40.3591,9982.2,179.62,257.6,-4.55,10088.88,63.650000000000006,7955.279999999999,1
a06b1a,LFA681  ,United States,-81.2906,28.9266,1775.46,57.75,62.98,0.98,1882.14,-121.87,-8206.74,1
a06db4,AAL2321 ,United States,-96.5379,32.4712,5173.98,175.97,302.34,-12.03,5425.44,118.22,3543.2999999999993,1
a06dc9,AER41   ,United States,-132.4224,56.4785,1584.96,82.48,255.18,21.78,1417.32,-93.49,-4008.12,1
a06e0b,DAL663  ,United States,-94.4729,35.688,10355.58,209.61,295.75,0.0,10675.62,127.13000000000001,9258.300000000001,1
a06e20,N127EJ  ,United States,-75.1045,38.2709,11574.78,200.73,208.47,0.0,11742.42,-8.880000000000024,1066.7999999999993,1
a06e80,N127JE  ,United States,-87.423,33.5231,2644.14,67.52,176.51,0.0,2750.82,-133.20999999999998,-8991.6,1
a06f5a,SKW5365 ,United States,-96.1935,32.1114,9883.14,223.37,348.85,7.15,10271.76,155.85000000000002,7520.9400000000005,1
a070d7,UAL1357 ,United States,-77.7717,38.1581,7315.2,196.62,214.23,0.0,7475.22,-26.75,-2796.54,1
a07115,N1277W  ,United States,-115.9154,43.3159,1988.82,58.55,126.06,-1.3,2049.78,-138.07,-5425.4400000000005,1
a07176,AMX002  ,United States,-78.6409,37.703,11574.78,229.19,235.24,0.0,11795.76,170.64,9745.98,1
a07177,AAL767  ,United States,-121.1013,46.8815,6553.2,164.38,304.29,-5.85,6591.3,-64.81,-5204.46,1
a071c2,DAL729  ,United States,-84.4461,33.6336,0.0,11.32,270.0,0.0,0.0,-153.06,-6591.3,1
a071c8,DAL1049 ,United States,-115.7463,43.5679,10363.2,210.32,313.61,-0.33,10485.12,199.0,10485.12,1
a071e6,SVX45   ,United States,-150.1468,61.2587,1493.52,86.58,343.07,9.75,1303.02,-123.74,-9182.1,1
a07228,RPA4377 ,United States,-84.7462,37.5545,10363.2,223.87,1.58,0.33,10599.42,137.29000000000002,9296.4,1
a072d9,EJA128  ,United States,-89.5839,43.7471,12435.84,221.05,320.38,-9.1,12412.98,-2.819999999999993,1813.5599999999995,1
a07304,N128SK  ,United States,-92.9477,30.1849,14325.6,221.27,252.41,-0.33,14729.46,0.21999999999999886,2316.4799999999996,1
a07341,AAL942  ,United States,-89.3847,35.4099,10972.8,217.81,241.2,0.0,11315.7,-3.460000000000008,-3413.7599999999984,1
a073cc,ASI73   ,United States,-111.8518,33.2516,647.7,43.32,307.28,3.25,640.08,-174.49,-10675.62,1
a07522,AAL2808 ,United States,-81.0468,34.9723,1722.12,106.77,175.86,-4.23,1844.04,63.449999999999996,1203.96,1
a0757f,DAL2970 ,United States,-96.8078,39.2275,10972.8,200.63,202.62,0.0,11155.68,93.86,9311.64,1
a07690,EJA129  ,United States,-80.3813,40.904,13106.4,208.85,273.95,0.0,13152.12,8.219999999999999,1996.4400000000005,1
a076a8,N129RR  ,United States,-121.317,36.3404,1920.24,65.92,299.97,0.0,1965.96,-142.93,-11186.16,1
a077e8,N1293F  ,United States,-116.5418,43.4967,1737.36,50.37,235.82,0.0,1775.46,-15.550000000000004,-190.5,1
a07895,N1298D  ,United States,-121.5949,36.0152,1889.76,51.37,327.26,-0.65,1981.2,1.0,205.74,1
a07b8f,DAL2713 ,United States,-112.763,43.4804,9144.0,214.78,339.09,0.0,9265.92,163.41,7284.72,1
a07caf,N130RG  ,United States,-96.4332,30.6359,2095.5,80.7,160.64,-0.33,2179.32,-134.07999999999998,-7086.6,1
a07cb3,N130RL  ,United States,-119.6983,33.5261,1493.52,72.76,12.66,0.0,1524.0,-7.939999999999998,-655.3200000000002,1
a07eef,N131AG  ,United States,-97.5406,29.9319,1653.54,68.03,82.18,0.33,1714.5,-4.730000000000004,190.5,1
a07f1b,N131CA  ,United States,-117.3782,33.2096,228.6,38.39,237.59,3.25,236.22,-29.64,-1478.28,1
a07f2a,N131CR  ,United States,-97.0758,35.046,6096.0,124.78,76.65,0.65,6347.46,86.39,6111.24,1
a07f60,EDV4657 ,United States,-88.7585,34.7863,10363.2,203.89,289.76,0.0,10706.1,79.10999999999999,4358.64,1
a07fa4,N131HN  ,United States,-79.9941,39.6352,373.38,41.85,133.51,0.98,426.72,-162.04,-10279.380000000001,1
a07fa6,RPA4368 ,United States,-75.472,42.5996,10668.0,271.9,82.5,0.0,10652.76,230.04999999999998,10226.04,1
a08021,AAL2218 ,United States,-91.3931,30.5414,10660.38,259.97,123.38,0.0,11071.86,-11.92999999999995,419.10000000000036,1
a08057,EJA131  ,United States,-71.4504,41.3015,9898.38,218.02,236.16,4.55,9966.96,-41.95000000000002,-1104.9000000000015,1
a08065,N131RF  ,United States,-82.4438,28.7543,2651.76,77.61,141.46,0.33,2819.4,-140.41000000000003,-7147.5599999999995,1
a0806f,N131RR  ,United States,-119.8741,36.7238,10058.4,221.81,30.37,-0.33,10309.86,144.2,7490.460000000001,1
a0808f,SKW5491 ,United States,-121.3411,41.8746,10972.8,211.44,9.81,0.0,11140.44,-10.370000000000005,830.5799999999999,1
a081ca,UAL2679 ,United States,-97.0308,38.2302,10972.8,183.19,260.3,0.0,11163.3,-28.25,22.859999999998763,1
a082ac,AAL2309 ,United States,-93.6362,34.3072,10965.18,211.89,243.31,0.0,11315.7,28.69999999999999,152.40000000000146,1
a0835d,RPA4461 ,United States,-74.611,40.84,5013.96,156.54,264.72,-0.33,5090.16,-55.349999999999994,-6225.540000000001,1
a0836c,VJA132  ,United States,-98.8866,46.9022,13716.0,270.52,94.8,0.0,13525.5,113.97999999999999,8435.34,1
a083b6,N132MD  ,United States,-80.5558,25.3539,472.44,56.04,46.49,-3.25,525.78,-214.48,-12999.72,1
a08446,SKW5247 ,United States,-88.6269,36.8492,9144.0,194.34,303.23,0.0,9448.8,138.3,8923.019999999999,1
a0855d,UAL1432 ,United States,-87.8674,16.1525,10058.4,235.79,162.87,0.0,10614.66,41.44999999999999,1165.8600000000006,1
a085a4,UAL2491 ,United States,-115.9031,32.7811,5867.4,182.86,264.83,-9.75,6073.14,-52.92999999999998,-4541.5199999999995,1
